"V1" "V2" "V3"
"1141" 24 42 4.472136
"1142" 24 43 3.605551
"1143" 24 44 3.162278
"1144" 24 45 3
"1145" 24 46 3.162278
"1146" 24 47 3.605551
"1147" 24 48 4.242641
"1148" 24 49 5
"1149" 25 1 4.242641
"1150" 25 2 3.605551
"1151" 25 3 3.162278
"1152" 25 4 3
"1153" 25 5 3.162278
"1154" 25 6 3.605551
"1155" 25 7 4.242641
"1156" 25 8 3.605551
"1157" 25 9 2.828427
"1158" 25 10 2.236068
"1159" 25 11 2
"1160" 25 12 2.236068
"1161" 25 13 2.828427
"1162" 25 14 3.605551
"1163" 25 15 3.162278
"1164" 25 16 2.236068
"1165" 25 17 1.414214
"1166" 25 18 1
"1167" 25 19 1.414214
"1168" 25 20 2.236068
"1169" 25 21 3.162278
"1170" 25 22 3
"1171" 25 23 2
"1172" 25 24 1
"1173" 25 26 1
"1174" 25 27 2
"1175" 25 28 3
"1176" 25 29 3.162278
"1177" 25 30 2.236068
"1178" 25 31 1.414214
"1179" 25 32 1
"1180" 25 33 1.414214
"1181" 25 34 2.236068
"1182" 25 35 3.162278
"1183" 25 36 3.605551
"1184" 25 37 2.828427
"1185" 25 38 2.236068
"1186" 25 39 2
"1187" 25 40 2.236068
"1188" 25 41 2.828427
"1189" 25 42 3.605551
"1190" 25 43 4.242641
"1191" 25 44 3.605551
"1192" 25 45 3.162278
"1193" 25 46 3
"1194" 25 47 3.162278
"1195" 25 48 3.605551
"1196" 25 49 4.242641
"1197" 26 1 5
"1198" 26 2 4.242641
"1199" 26 3 3.605551
"1200" 26 4 3.162278
"1201" 26 5 3
"1202" 26 6 3.162278
"1203" 26 7 3.605551
"1204" 26 8 4.472136
"1205" 26 9 3.605551
"1206" 26 10 2.828427
"1207" 26 11 2.236068
"1208" 26 12 2
"1209" 26 13 2.236068
"1210" 26 14 2.828427
"1211" 26 15 4.123106
"1212" 26 16 3.162278
"1213" 26 17 2.236068
"1214" 26 18 1.414214
"1215" 26 19 1
"1216" 26 20 1.414214
"1217" 26 21 2.236068
"1218" 26 22 4
"1219" 26 23 3
"1220" 26 24 2
"1221" 26 25 1
"1222" 26 27 1
"1223" 26 28 2
"1224" 26 29 4.123106
"1225" 26 30 3.162278
"1226" 26 31 2.236068
"1227" 26 32 1.414214
"1228" 26 33 1
"1229" 26 34 1.414214
"1230" 26 35 2.236068
"1231" 26 36 4.472136
"1232" 26 37 3.605551
"1233" 26 38 2.828427
"1234" 26 39 2.236068
"1235" 26 40 2
"1236" 26 41 2.236068
"1237" 26 42 2.828427
"1238" 26 43 5
"1239" 26 44 4.242641
"1240" 26 45 3.605551
"1241" 26 46 3.162278
"1242" 26 47 3
"1243" 26 48 3.162278
"1244" 26 49 3.605551
"1245" 27 1 5.830952
"1246" 27 2 5
"1247" 27 3 4.242641
"1248" 27 4 3.605551
"1249" 27 5 3.162278
"1250" 27 6 3
"1251" 27 7 3.162278
"1252" 27 8 5.385165
"1253" 27 9 4.472136
"1254" 27 10 3.605551
"1255" 27 11 2.828427
"1256" 27 12 2.236068
"1257" 27 13 2
"1258" 27 14 2.236068
"1259" 27 15 5.09902
"1260" 27 16 4.123106
"1261" 27 17 3.162278
"1262" 27 18 2.236068
"1263" 27 19 1.414214
"1264" 27 20 1
"1265" 27 21 1.414214
"1266" 27 22 5
"1267" 27 23 4
"1268" 27 24 3
"1269" 27 25 2
"1270" 27 26 1
"1271" 27 28 1
"1272" 27 29 5.09902
"1273" 27 30 4.123106
"1274" 27 31 3.162278
"1275" 27 32 2.236068
"1276" 27 33 1.414214
"1277" 27 34 1
"1278" 27 35 1.414214
"1279" 27 36 5.385165
"1280" 27 37 4.472136
"1281" 27 38 3.605551
"1282" 27 39 2.828427
"1283" 27 40 2.236068
"1284" 27 41 2
"1285" 27 42 2.236068
"1286" 27 43 5.830952
"1287" 27 44 5
"1288" 27 45 4.242641
"1289" 27 46 3.605551
"1290" 27 47 3.162278
"1291" 27 48 3
"1292" 27 49 3.162278
"1293" 28 1 6.708204
"1294" 28 2 5.830952
"1295" 28 3 5
"1296" 28 4 4.242641
"1297" 28 5 3.605551
"1298" 28 6 3.162278
"1299" 28 7 3
"1300" 28 8 6.324555
"1301" 28 9 5.385165
"1302" 28 10 4.472136
"1303" 28 11 3.605551
"1304" 28 12 2.828427
"1305" 28 13 2.236068
"1306" 28 14 2
"1307" 28 15 6.082763
"1308" 28 16 5.09902
"1309" 28 17 4.123106
"1310" 28 18 3.162278
"1311" 28 19 2.236068
"1312" 28 20 1.414214
"1313" 28 21 1
"1314" 28 22 6
"1315" 28 23 5
"1316" 28 24 4
"1317" 28 25 3
"1318" 28 26 2
"1319" 28 27 1
"1320" 28 29 6.082763
"1321" 28 30 5.09902
"1322" 28 31 4.123106
"1323" 28 32 3.162278
"1324" 28 33 2.236068
"1325" 28 34 1.414214
"1326" 28 35 1
"1327" 28 36 6.324555
"1328" 28 37 5.385165
"1329" 28 38 4.472136
"1330" 28 39 3.605551
"1331" 28 40 2.828427
"1332" 28 41 2.236068
"1333" 28 42 2
"1334" 28 43 6.708204
"1335" 28 44 5.830952
"1336" 28 45 5
"1337" 28 46 4.242641
"1338" 28 47 3.605551
"1339" 28 48 3.162278
"1340" 28 49 3
"1341" 29 1 4
"1342" 29 2 4.123106
"1343" 29 3 4.472136
"1344" 29 4 5
"1345" 29 5 5.656854
"1346" 29 6 6.403124
"1347" 29 7 7.211103
"1348" 29 8 3
"1349" 29 9 3.162278
"1350" 29 10 3.605551
"1351" 29 11 4.242641
"1352" 29 12 5
"1353" 29 13 5.830952
"1354" 29 14 6.708204
"1355" 29 15 2
"1356" 29 16 2.236068
"1357" 29 17 2.828427
"1358" 29 18 3.605551
"1359" 29 19 4.472136
"1360" 29 20 5.385165
"1361" 29 21 6.324555
"1362" 29 22 1
"1363" 29 23 1.414214
"1364" 29 24 2.236068
"1365" 29 25 3.162278
"1366" 29 26 4.123106
"1367" 29 27 5.09902
"1368" 29 28 6.082763
"1369" 29 30 1
"1370" 29 31 2
"1371" 29 32 3
"1372" 29 33 4
"1373" 29 34 5
"1374" 29 35 6
"1375" 29 36 1
"1376" 29 37 1.414214
"1377" 29 38 2.236068
"1378" 29 39 3.162278
"1379" 29 40 4.123106
"1380" 29 41 5.09902
"1381" 29 42 6.082763
"1382" 29 43 2
"1383" 29 44 2.236068
"1384" 29 45 2.828427
"1385" 29 46 3.605551
"1386" 29 47 4.472136
"1387" 29 48 5.385165
"1388" 29 49 6.324555
"1389" 30 1 4.123106
"1390" 30 2 4
"1391" 30 3 4.123106
"1392" 30 4 4.472136
"1393" 30 5 5
"1394" 30 6 5.656854
"1395" 30 7 6.403124
"1396" 30 8 3.162278
"1397" 30 9 3
"1398" 30 10 3.162278
"1399" 30 11 3.605551
"1400" 30 12 4.242641
"1401" 30 13 5
"1402" 30 14 5.830952
"1403" 30 15 2.236068
"1404" 30 16 2
"1405" 30 17 2.236068
"1406" 30 18 2.828427
"1407" 30 19 3.605551
"1408" 30 20 4.472136
"1409" 30 21 5.385165
"1410" 30 22 1.414214
"1411" 30 23 1
"1412" 30 24 1.414214
"1413" 30 25 2.236068
"1414" 30 26 3.162278
"1415" 30 27 4.123106
"1416" 30 28 5.09902
"1417" 30 29 1
"1418" 30 31 1
"1419" 30 32 2
"1420" 30 33 3
"1421" 30 34 4
"1422" 30 35 5
"1423" 30 36 1.414214
"1424" 30 37 1
"1425" 30 38 1.414214
"1426" 30 39 2.236068
"1427" 30 40 3.162278
"1428" 30 41 4.123106
"1429" 30 42 5.09902
"1430" 30 43 2.236068
"1431" 30 44 2
"1432" 30 45 2.236068
"1433" 30 46 2.828427
"1434" 30 47 3.605551
"1435" 30 48 4.472136
"1436" 30 49 5.385165
"1437" 31 1 4.472136
"1438" 31 2 4.123106
"1439" 31 3 4
"1440" 31 4 4.123106
"1441" 31 5 4.472136
"1442" 31 6 5
"1443" 31 7 5.656854
"1444" 31 8 3.605551
"1445" 31 9 3.162278
"1446" 31 10 3
"1447" 31 11 3.162278
"1448" 31 12 3.605551
"1449" 31 13 4.242641
"1450" 31 14 5
"1451" 31 15 2.828427
"1452" 31 16 2.236068
"1453" 31 17 2
"1454" 31 18 2.236068
"1455" 31 19 2.828427
"1456" 31 20 3.605551
"1457" 31 21 4.472136
"1458" 31 22 2.236068
"1459" 31 23 1.414214
"1460" 31 24 1
"1461" 31 25 1.414214
"1462" 31 26 2.236068
"1463" 31 27 3.162278
"1464" 31 28 4.123106
"1465" 31 29 2
"1466" 31 30 1
"1467" 31 32 1
"1468" 31 33 2
"1469" 31 34 3
"1470" 31 35 4
"1471" 31 36 2.236068
"1472" 31 37 1.414214
"1473" 31 38 1
"1474" 31 39 1.414214
"1475" 31 40 2.236068
"1476" 31 41 3.162278
"1477" 31 42 4.123106
"1478" 31 43 2.828427
"1479" 31 44 2.236068
"1480" 31 45 2
"1481" 31 46 2.236068
"1482" 31 47 2.828427
"1483" 31 48 3.605551
"1484" 31 49 4.472136
"1485" 32 1 5
"1486" 32 2 4.472136
"1487" 32 3 4.123106
"1488" 32 4 4
"1489" 32 5 4.123106
"1490" 32 6 4.472136
"1491" 32 7 5
"1492" 32 8 4.242641
"1493" 32 9 3.605551
"1494" 32 10 3.162278
"1495" 32 11 3
"1496" 32 12 3.162278
"1497" 32 13 3.605551
"1498" 32 14 4.242641
"1499" 32 15 3.605551
"1500" 32 16 2.828427
"1501" 32 17 2.236068
"1502" 32 18 2
"1503" 32 19 2.236068
"1504" 32 20 2.828427
"1505" 32 21 3.605551
"1506" 32 22 3.162278
"1507" 32 23 2.236068
"1508" 32 24 1.414214
"1509" 32 25 1
"1510" 32 26 1.414214
"1511" 32 27 2.236068
"1512" 32 28 3.162278
"1513" 32 29 3
"1514" 32 30 2
"1515" 32 31 1
"1516" 32 33 1
"1517" 32 34 2
"1518" 32 35 3
"1519" 32 36 3.162278
"1520" 32 37 2.236068
"1521" 32 38 1.414214
"1522" 32 39 1
"1523" 32 40 1.414214
"1524" 32 41 2.236068
"1525" 32 42 3.162278
"1526" 32 43 3.605551
"1527" 32 44 2.828427
"1528" 32 45 2.236068
"1529" 32 46 2
"1530" 32 47 2.236068
"1531" 32 48 2.828427
"1532" 32 49 3.605551
"1533" 33 1 5.656854
"1534" 33 2 5
"1535" 33 3 4.472136
"1536" 33 4 4.123106
"1537" 33 5 4
"1538" 33 6 4.123106
"1539" 33 7 4.472136
"1540" 33 8 5
"1541" 33 9 4.242641
"1542" 33 10 3.605551
"1543" 33 11 3.162278
"1544" 33 12 3
"1545" 33 13 3.162278
"1546" 33 14 3.605551
"1547" 33 15 4.472136
"1548" 33 16 3.605551
"1549" 33 17 2.828427
"1550" 33 18 2.236068
"1551" 33 19 2
"1552" 33 20 2.236068
"1553" 33 21 2.828427
"1554" 33 22 4.123106
"1555" 33 23 3.162278
"1556" 33 24 2.236068
"1557" 33 25 1.414214
"1558" 33 26 1
"1559" 33 27 1.414214
"1560" 33 28 2.236068
"1561" 33 29 4
"1562" 33 30 3
"1563" 33 31 2
"1564" 33 32 1
"1565" 33 34 1
"1566" 33 35 2
"1567" 33 36 4.123106
"1568" 33 37 3.162278
"1569" 33 38 2.236068
"1570" 33 39 1.414214
"1571" 33 40 1
"1572" 33 41 1.414214
"1573" 33 42 2.236068
"1574" 33 43 4.472136
"1575" 33 44 3.605551
"1576" 33 45 2.828427
"1577" 33 46 2.236068
"1578" 33 47 2
"1579" 33 48 2.236068
"1580" 33 49 2.828427
"1581" 34 1 6.403124
"1582" 34 2 5.656854
"1583" 34 3 5
"1584" 34 4 4.472136
"1585" 34 5 4.123106
"1586" 34 6 4
"1587" 34 7 4.123106
"1588" 34 8 5.830952
"1589" 34 9 5
"1590" 34 10 4.242641
"1591" 34 11 3.605551
"1592" 34 12 3.162278
"1593" 34 13 3
"1594" 34 14 3.162278
"1595" 34 15 5.385165
"1596" 34 16 4.472136
"1597" 34 17 3.605551
"1598" 34 18 2.828427
"1599" 34 19 2.236068
"1600" 34 20 2
"1601" 34 21 2.236068
"1602" 34 22 5.09902
"1603" 34 23 4.123106
"1604" 34 24 3.162278
"1605" 34 25 2.236068
"1606" 34 26 1.414214
"1607" 34 27 1
"1608" 34 28 1.414214
"1609" 34 29 5
"1610" 34 30 4
"1611" 34 31 3
"1612" 34 32 2
"1613" 34 33 1
"1614" 34 35 1
"1615" 34 36 5.09902
"1616" 34 37 4.123106
"1617" 34 38 3.162278
"1618" 34 39 2.236068
"1619" 34 40 1.414214
"1620" 34 41 1
"1621" 34 42 1.414214
"1622" 34 43 5.385165
"1623" 34 44 4.472136
"1624" 34 45 3.605551
"1625" 34 46 2.828427
"1626" 34 47 2.236068
"1627" 34 48 2
"1628" 34 49 2.236068
"1629" 35 1 7.211103
"1630" 35 2 6.403124
"1631" 35 3 5.656854
"1632" 35 4 5
"1633" 35 5 4.472136
"1634" 35 6 4.123106
"1635" 35 7 4
"1636" 35 8 6.708204
"1637" 35 9 5.830952
"1638" 35 10 5
"1639" 35 11 4.242641
"1640" 35 12 3.605551
"1641" 35 13 3.162278
"1642" 35 14 3
"1643" 35 15 6.324555
"1644" 35 16 5.385165
"1645" 35 17 4.472136
"1646" 35 18 3.605551
"1647" 35 19 2.828427
"1648" 35 20 2.236068
"1649" 35 21 2
"1650" 35 22 6.082763
"1651" 35 23 5.09902
"1652" 35 24 4.123106
"1653" 35 25 3.162278
"1654" 35 26 2.236068
"1655" 35 27 1.414214
"1656" 35 28 1
"1657" 35 29 6
"1658" 35 30 5
"1659" 35 31 4
"1660" 35 32 3
"1661" 35 33 2
"1662" 35 34 1
"1663" 35 36 6.082763
"1664" 35 37 5.09902
"1665" 35 38 4.123106
"1666" 35 39 3.162278
"1667" 35 40 2.236068
"1668" 35 41 1.414214
"1669" 35 42 1
"1670" 35 43 6.324555
"1671" 35 44 5.385165
"1672" 35 45 4.472136
"1673" 35 46 3.605551
"1674" 35 47 2.828427
"1675" 35 48 2.236068
"1676" 35 49 2
"1677" 36 1 5
"1678" 36 2 5.09902
"1679" 36 3 5.385165
"1680" 36 4 5.830952
"1681" 36 5 6.403124
"1682" 36 6 7.071068
"1683" 36 7 7.81025
"1684" 36 8 4
"1685" 36 9 4.123106
"1686" 36 10 4.472136
"1687" 36 11 5
"1688" 36 12 5.656854
"1689" 36 13 6.403124
"1690" 36 14 7.211103
"1691" 36 15 3
"1692" 36 16 3.162278
"1693" 36 17 3.605551
"1694" 36 18 4.242641
"1695" 36 19 5
"1696" 36 20 5.830952
"1697" 36 21 6.708204
"1698" 36 22 2
"1699" 36 23 2.236068
"1700" 36 24 2.828427
"1701" 36 25 3.605551
"1702" 36 26 4.472136
"1703" 36 27 5.385165
"1704" 36 28 6.324555
"1705" 36 29 1
"1706" 36 30 1.414214
"1707" 36 31 2.236068
"1708" 36 32 3.162278
"1709" 36 33 4.123106
"1710" 36 34 5.09902
"1711" 36 35 6.082763
"1712" 36 37 1
"1713" 36 38 2
"1714" 36 39 3
"1715" 36 40 4
"1716" 36 41 5
"1717" 36 42 6
"1718" 36 43 1
"1719" 36 44 1.414214
"1720" 36 45 2.236068
"1721" 36 46 3.162278
"1722" 36 47 4.123106
"1723" 36 48 5.09902
"1724" 36 49 6.082763
"1725" 37 1 5.09902
"1726" 37 2 5
"1727" 37 3 5.09902
"1728" 37 4 5.385165
"1729" 37 5 5.830952
"1730" 37 6 6.403124
"1731" 37 7 7.071068
"1732" 37 8 4.123106
"1733" 37 9 4
"1734" 37 10 4.123106
"1735" 37 11 4.472136
"1736" 37 12 5
"1737" 37 13 5.656854
"1738" 37 14 6.403124
"1739" 37 15 3.162278
"1740" 37 16 3
"1741" 37 17 3.162278
"1742" 37 18 3.605551
"1743" 37 19 4.242641
"1744" 37 20 5
"1745" 37 21 5.830952
"1746" 37 22 2.236068
"1747" 37 23 2
"1748" 37 24 2.236068
"1749" 37 25 2.828427
"1750" 37 26 3.605551
"1751" 37 27 4.472136
"1752" 37 28 5.385165
"1753" 37 29 1.414214
"1754" 37 30 1
"1755" 37 31 1.414214
"1756" 37 32 2.236068
"1757" 37 33 3.162278
"1758" 37 34 4.123106
"1759" 37 35 5.09902
"1760" 37 36 1
"1761" 37 38 1
"1762" 37 39 2
"1763" 37 40 3
"1764" 37 41 4
"1765" 37 42 5
"1766" 37 43 1.414214
"1767" 37 44 1
"1768" 37 45 1.414214
"1769" 37 46 2.236068
"1770" 37 47 3.162278
"1771" 37 48 4.123106
"1772" 37 49 5.09902
"1773" 38 1 5.385165
"1774" 38 2 5.09902
"1775" 38 3 5
"1776" 38 4 5.09902
"1777" 38 5 5.385165
"1778" 38 6 5.830952
"1779" 38 7 6.403124
"1780" 38 8 4.472136
"1781" 38 9 4.123106
"1782" 38 10 4
"1783" 38 11 4.123106
"1784" 38 12 4.472136
"1785" 38 13 5
"1786" 38 14 5.656854
"1787" 38 15 3.605551
"1788" 38 16 3.162278
"1789" 38 17 3
"1790" 38 18 3.162278
"1791" 38 19 3.605551
"1792" 38 20 4.242641
"1793" 38 21 5
"1794" 38 22 2.828427
"1795" 38 23 2.236068
"1796" 38 24 2
"1797" 38 25 2.236068
"1798" 38 26 2.828427
"1799" 38 27 3.605551
"1800" 38 28 4.472136
"1801" 38 29 2.236068
"1802" 38 30 1.414214
"1803" 38 31 1
"1804" 38 32 1.414214
"1805" 38 33 2.236068
"1806" 38 34 3.162278
"1807" 38 35 4.123106
"1808" 38 36 2
"1809" 38 37 1
"1810" 38 39 1
"1811" 38 40 2
"1812" 38 41 3
"1813" 38 42 4
"1814" 38 43 2.236068
"1815" 38 44 1.414214
"1816" 38 45 1
"1817" 38 46 1.414214
"1818" 38 47 2.236068
"1819" 38 48 3.162278
"1820" 38 49 4.123106
"1821" 39 1 5.830952
"1822" 39 2 5.385165
"1823" 39 3 5.09902
"1824" 39 4 5
"1825" 39 5 5.09902
"1826" 39 6 5.385165
"1827" 39 7 5.830952
"1828" 39 8 5
"1829" 39 9 4.472136
"1830" 39 10 4.123106
"1831" 39 11 4
"1832" 39 12 4.123106
"1833" 39 13 4.472136
"1834" 39 14 5
"1835" 39 15 4.242641
"1836" 39 16 3.605551
"1837" 39 17 3.162278
"1838" 39 18 3
"1839" 39 19 3.162278
"1840" 39 20 3.605551
"1841" 39 21 4.242641
"1842" 39 22 3.605551
"1843" 39 23 2.828427
"1844" 39 24 2.236068
"1845" 39 25 2
"1846" 39 26 2.236068
"1847" 39 27 2.828427
"1848" 39 28 3.605551
"1849" 39 29 3.162278
"1850" 39 30 2.236068
"1851" 39 31 1.414214
"1852" 39 32 1
"1853" 39 33 1.414214
"1854" 39 34 2.236068
"1855" 39 35 3.162278
"1856" 39 36 3
"1857" 39 37 2
"1858" 39 38 1
"1859" 39 40 1
"1860" 39 41 2
"1861" 39 42 3
"1862" 39 43 3.162278
"1863" 39 44 2.236068
"1864" 39 45 1.414214
"1865" 39 46 1
"1866" 39 47 1.414214
"1867" 39 48 2.236068
"1868" 39 49 3.162278
"1869" 40 1 6.403124
"1870" 40 2 5.830952
"1871" 40 3 5.385165
"1872" 40 4 5.09902
"1873" 40 5 5
"1874" 40 6 5.09902
"1875" 40 7 5.385165
"1876" 40 8 5.656854
"1877" 40 9 5
"1878" 40 10 4.472136
"1879" 40 11 4.123106
"1880" 40 12 4
"1881" 40 13 4.123106
"1882" 40 14 4.472136
"1883" 40 15 5
"1884" 40 16 4.242641
"1885" 40 17 3.605551
"1886" 40 18 3.162278
"1887" 40 19 3
"1888" 40 20 3.162278
"1889" 40 21 3.605551
"1890" 40 22 4.472136
"1891" 40 23 3.605551
"1892" 40 24 2.828427
"1893" 40 25 2.236068
"1894" 40 26 2
"1895" 40 27 2.236068
"1896" 40 28 2.828427
"1897" 40 29 4.123106
"1898" 40 30 3.162278
"1899" 40 31 2.236068
"1900" 40 32 1.414214
"1901" 40 33 1
"1902" 40 34 1.414214
"1903" 40 35 2.236068
"1904" 40 36 4
"1905" 40 37 3
"1906" 40 38 2
"1907" 40 39 1
"1908" 40 41 1
"1909" 40 42 2
"1910" 40 43 4.123106
"1911" 40 44 3.162278
"1912" 40 45 2.236068
"1913" 40 46 1.414214
"1914" 40 47 1
"1915" 40 48 1.414214
"1916" 40 49 2.236068
"1917" 41 1 7.071068
"1918" 41 2 6.403124
"1919" 41 3 5.830952
"1920" 41 4 5.385165
"1921" 41 5 5.09902
"1922" 41 6 5
"1923" 41 7 5.09902
"1924" 41 8 6.403124
"1925" 41 9 5.656854
"1926" 41 10 5
"1927" 41 11 4.472136
"1928" 41 12 4.123106
"1929" 41 13 4
"1930" 41 14 4.123106
"1931" 41 15 5.830952
"1932" 41 16 5
"1933" 41 17 4.242641
"1934" 41 18 3.605551
"1935" 41 19 3.162278
"1936" 41 20 3
"1937" 41 21 3.162278
"1938" 41 22 5.385165
"1939" 41 23 4.472136
"1940" 41 24 3.605551
"1941" 41 25 2.828427
"1942" 41 26 2.236068
"1943" 41 27 2
"1944" 41 28 2.236068
"1945" 41 29 5.09902
"1946" 41 30 4.123106
"1947" 41 31 3.162278
"1948" 41 32 2.236068
"1949" 41 33 1.414214
"1950" 41 34 1
"1951" 41 35 1.414214
"1952" 41 36 5
"1953" 41 37 4
"1954" 41 38 3
"1955" 41 39 2
"1956" 41 40 1
"1957" 41 42 1
"1958" 41 43 5.09902
"1959" 41 44 4.123106
"1960" 41 45 3.162278
"1961" 41 46 2.236068
"1962" 41 47 1.414214
"1963" 41 48 1
"1964" 41 49 1.414214
"1965" 42 1 7.81025
"1966" 42 2 7.071068
"1967" 42 3 6.403124
"1968" 42 4 5.830952
"1969" 42 5 5.385165
"1970" 42 6 5.09902
"1971" 42 7 5
"1972" 42 8 7.211103
"1973" 42 9 6.403124
"1974" 42 10 5.656854
"1975" 42 11 5
"1976" 42 12 4.472136
"1977" 42 13 4.123106
"1978" 42 14 4
"1979" 42 15 6.708204
"1980" 42 16 5.830952
"1981" 42 17 5
"1982" 42 18 4.242641
"1983" 42 19 3.605551
"1984" 42 20 3.162278
"1985" 42 21 3
"1986" 42 22 6.324555
"1987" 42 23 5.385165
"1988" 42 24 4.472136
"1989" 42 25 3.605551
"1990" 42 26 2.828427
"1991" 42 27 2.236068
"1992" 42 28 2
"1993" 42 29 6.082763
"1994" 42 30 5.09902
"1995" 42 31 4.123106
"1996" 42 32 3.162278
"1997" 42 33 2.236068
"1998" 42 34 1.414214
"1999" 42 35 1
"2000" 42 36 6
"2001" 42 37 5
"2002" 42 38 4
"2003" 42 39 3
"2004" 42 40 2
"2005" 42 41 1
"2006" 42 43 6.082763
"2007" 42 44 5.09902
"2008" 42 45 4.123106
"2009" 42 46 3.162278
"2010" 42 47 2.236068
"2011" 42 48 1.414214
"2012" 42 49 1
"2013" 43 1 6
"2014" 43 2 6.082763
"2015" 43 3 6.324555
"2016" 43 4 6.708204
"2017" 43 5 7.211103
"2018" 43 6 7.81025
"2019" 43 7 8.485281
"2020" 43 8 5
"2021" 43 9 5.09902
"2022" 43 10 5.385165
"2023" 43 11 5.830952
"2024" 43 12 6.403124
"2025" 43 14 7.81025
"2026" 43 15 4
"2027" 43 16 4.123106
"2028" 43 17 4.472136
"2029" 43 18 5
"2030" 43 19 5.656854
"2031" 43 21 7.211103
"2032" 43 22 3
"2033" 43 23 3.162278
"2034" 43 24 3.605551
"2035" 43 25 4.242641
"2036" 43 26 5
"2037" 43 27 5.830952
"2038" 43 28 6.708204
"2039" 43 29 2
"2040" 43 30 2.236068
"2041" 43 31 2.828427
"2042" 43 32 3.605551
"2043" 43 33 4.472136
"2044" 43 34 5.385165
"2045" 43 35 6.324555
"2046" 43 36 1
"2047" 43 37 1.414214
"2048" 43 38 2.236068
"2049" 43 39 3.162278
"2050" 43 40 4.123106
"2051" 43 41 5.09902
"2052" 43 42 6.082763
"2053" 43 44 1
"2054" 43 45 2
"2055" 43 46 3
"2056" 43 47 4
"2057" 43 48 5
"2058" 43 49 6
"2059" 44 1 6.082763
"2060" 44 2 6
"2061" 44 3 6.082763
"2062" 44 4 6.324555
"2063" 44 5 6.708204
"2064" 44 6 7.211103
"2065" 44 7 7.81025
"2066" 44 8 5.09902
"2067" 44 9 5
"2068" 44 10 5.09902
"2069" 44 11 5.385165
"2070" 44 12 5.830952
"2071" 44 13 6.403124
"2072" 44 14 7.071068
"2073" 44 15 4.123106
"2074" 44 16 4
"2075" 44 17 4.123106
"2076" 44 18 4.472136
"2077" 44 19 5
"2078" 44 20 5.656854
"2079" 44 21 6.403124
"2080" 44 22 3.162278
"2081" 44 23 3
"2082" 44 24 3.162278
"2083" 44 25 3.605551
"2084" 44 26 4.242641
"2085" 44 27 5
"2086" 44 28 5.830952
"2087" 44 29 2.236068
"2088" 44 30 2
"2089" 44 31 2.236068
"2090" 44 32 2.828427
"2091" 44 33 3.605551
"2092" 44 34 4.472136
"2093" 44 35 5.385165
"2094" 44 36 1.414214
"2095" 44 37 1
"2096" 44 38 1.414214
"2097" 44 39 2.236068
"2098" 44 40 3.162278
"2099" 44 41 4.123106
"2100" 44 42 5.09902
"2101" 44 43 1
"2102" 44 45 1
"2103" 44 46 2
"2104" 44 47 3
"2105" 44 48 4
"2106" 44 49 5
"2107" 45 1 6.324555
"2108" 45 2 6.082763
"2109" 45 3 6
"2110" 45 4 6.082763
"2111" 45 5 6.324555
"2112" 45 6 6.708204
"2113" 45 7 7.211103
"2114" 45 8 5.385165
"2115" 45 9 5.09902
"2116" 45 10 5
"2117" 45 11 5.09902
"2118" 45 12 5.385165
"2119" 45 13 5.830952
"2120" 45 14 6.403124
"2121" 45 15 4.472136
"2122" 45 16 4.123106
"2123" 45 17 4
"2124" 45 18 4.123106
"2125" 45 19 4.472136
"2126" 45 20 5
"2127" 45 21 5.656854
"2128" 45 22 3.605551
"2129" 45 23 3.162278
"2130" 45 24 3
"2131" 45 25 3.162278
"2132" 45 26 3.605551
"2133" 45 27 4.242641
"2134" 45 28 5
"2135" 45 29 2.828427
"2136" 45 30 2.236068
"2137" 45 31 2
"2138" 45 32 2.236068
"2139" 45 33 2.828427
"2140" 45 34 3.605551
"2141" 45 35 4.472136
"2142" 45 36 2.236068
"2143" 45 37 1.414214
"2144" 45 38 1
"2145" 45 39 1.414214
"2146" 45 40 2.236068
"2147" 45 41 3.162278
"2148" 45 42 4.123106
"2149" 45 43 2
"2150" 45 44 1
"2151" 45 46 1
"2152" 45 47 2
"2153" 45 48 3
"2154" 45 49 4
"2155" 46 1 6.708204
"2156" 46 2 6.324555
"2157" 46 3 6.082763
"2158" 46 4 6
"2159" 46 5 6.082763
"2160" 46 6 6.324555
"2161" 46 7 6.708204
"2162" 46 8 5.830952
"2163" 46 9 5.385165
"2164" 46 10 5.09902
"2165" 46 11 5
"2166" 46 12 5.09902
"2167" 46 13 5.385165
"2168" 46 14 5.830952
"2169" 46 15 5
"2170" 46 16 4.472136
"2171" 46 17 4.123106
"2172" 46 18 4
"2173" 46 19 4.123106
"2174" 46 20 4.472136
"2175" 46 21 5
"2176" 46 22 4.242641
"2177" 46 23 3.605551
"2178" 46 24 3.162278
"2179" 46 25 3
"2180" 46 26 3.162278
"2181" 46 27 3.605551
"2182" 46 28 4.242641
"2183" 46 29 3.605551
"2184" 46 30 2.828427
"2185" 46 31 2.236068
"2186" 46 32 2
"2187" 46 33 2.236068
"2188" 46 34 2.828427
"2189" 46 35 3.605551
"2190" 46 36 3.162278
"2191" 46 37 2.236068
"2192" 46 38 1.414214
"2193" 46 39 1
"2194" 46 40 1.414214
"2195" 46 41 2.236068
"2196" 46 42 3.162278
"2197" 46 43 3
"2198" 46 44 2
"2199" 46 45 1
"2200" 46 47 1
"2201" 46 48 2
"2202" 46 49 3
"2203" 47 1 7.211103
"2204" 47 2 6.708204
"2205" 47 3 6.324555
